94 284,31 €
38 924,25 €
51 066,45 €
45 386,72 €
56 995,71 €
63 501,25 €
57 384,30 €
73 079,14 €
98 914,27 €
21 771,17 €
29 775,62 €
32 841,08 €
5 718,39 €
70 065,20 €
2 849,73 €
68 031,30 €
58 927,83 €
32 637,49 €
18 345,91 €
2 545,02 €
31 334,76 €
39 830,99 €
62 317,52 €
46 021,20 €
42 328,57 €
43 417,59 €
31 213,54 €
29 125,36 €
4 885,14 €
17 977,75 €
99 751,43 €
94 755,26 €
39 024,24 €
68 233,53 €
31 786,05 €
59 436,57 €
71 174,27 €
73 949,44 €
79 390,81 €
77 824,54 €
75 825,99 €
67 444,52 €
86 363,30 €
18 259,65 €
10 576,68 €
34 609,43 €
57 074,58 €
46 068,07 €
14 380,06 €
80 612,95 €
47 641,12 €
36 795,33 €
43 058,62 €
47 235,35 €
37 324,95 €
46 615,55 €
74 286,22 €
30 604,50 €
85 132,82 €
81 854,60 €
58 898,45 €
17 046,83 €
46 585,84 €
49 832,71 €
33 395,52 €
10 516,85 €
37 008,16 €
25 854,14 €
67 801,23 €
52 172,45 €
92 023,95 €
69 428,84 €
98 192,84 €
70 446,61 €
96 711,33 €
42 794,92 €
65 782,63 €
78 148,60 €
5 715,98 €
98 248,71 €
62 547,90 €
70 966,06 €
23 859,22 €
74 700,44 €
81 737,69 €
52 248,13 €
89 302,54 €
7 830,29 €
62 103,85 €
51 835,36 €
43 956,24 €
76 979,68 €
69 433,47 €
14 918,02 €
95 003,98 €
49 458,72 €
66 425,62 €
90 570,69 €
3 379,67 €
43 309,41 €
59 851,24 €
16 816,34 €
60 924,80 €
94 415,55 €
42 499,24 €
16 334,80 €
97 387,76 €
51 152,51 €
3 694,09 €
29 163,73 €
20 438,07 €
74 559,53 €
21 706,02 €
55 962,97 €
33 471,60 €
39 010,83 €
63 214,80 €
31 477,95 €
3 154,19 €
65 969,67 €
76 198,00 €
96 325,78 €
59 403,78 €
29 225,05 €
18 071,32 €
62 617,95 €
19 075,73 €
28 390,99 €
44 271,96 €
64 029,08 €
41 345,42 €
15 090,98 €
57 365,38 €
7 424,13 €
69 419,04 €
32 402,35 €
20 910,71 €
84 502,41 €
34 975,24 €
60 896,77 €
45 382,78 €
78 066,55 €
95 091,05 €
49 205,75 €
15 198,02 €
25 375,64 €
24 952,44 €
35 784,20 €
83 617,85 €
34 851,00 €
8 011,52 €
33 176,61 €
93 512,78 €
12 690,27 €
41 917,62 €
91 607,07 €
522,67 €
31 842,13 €
48 290,06 €
99 364,01 €
61 360,89 €
26 474,22 €
62 293,40 €
41 488,53 €
68 226,28 €
36 293,28 €
2 372,39 €
61 581,57 €
43 256,51 €
15 739,25 €
72 990,62 €
80 288,22 €
42 082,59 €
97 613,33 €
21 255,61 €
36 139,85 €
88 551,28 €
12 302,54 €
73 782,53 €
58 056,40 €
59 390,01 €
71 476,99 €
23 931,92 €
58 827,31 €
96 680,99 €
61 628,40 €
61 342,91 €
25 285,66 €
40 585,16 €
58 950,09 €
44 775,95 €
32 030,27 €
26 107,02 €
7 150,66 €
42 232,84 €
5 871,20 €
56 647,63 €
52 845,51 €
13 211,24 €
58 280,30 €
33 920,92 €
48 287,82 €
57 346,69 €
70 891,16 €
56 170,23 €
31 128,40 €
73 558,65 €
13 241,91 €
2 190,54 €
90 831,90 €
93 013,77 €
47 594,66 €
55 087,65 €
14 683,32 €
69 236,27 €
48 383,32 €
82 697,81 €
80 499,81 €
20 694,20 €
13 348,29 €
19 961,95 €
24 190,18 €
36 815,98 €
59 939,48 €
48 630,33 €
35 656,05 €
93 348,40 €
83 274,00 €
26 517,69 €
18 546,17 €
78 755,10 €
28 456,77 €
20 871,07 €
76 721,06 €
20 567,34 €
3 441,98 €
65 194,53 €
47 951,02 €
99 513,95 €
30 884,57 €
40 773,93 €
64 005,11 €
97 871,16 €
65 536,98 €
39 203,20 €
65 433,74 €
99 346,34 €
64 981,99 €
33 430,99 €
21 350,54 €
40 099,19 €
54 927,59 €
94 495,24 €
49 173,06 €
42 040,90 €
27 871,59 €
68 151,47 €
36 707,07 €
96 767,51 €
52 515,00 €
48 241,49 €
65 861,40 €
93 475,55 €
79 277,10 €
51 199,57 €
98 713,03 €
13 723,28 €
18 414,92 €
60 602,09 €
39 200,75 €
86 948,96 €
11 745,86 €
16 629,05 €
38 252,63 €
83 410,57 €
4 062,63 €
83 991,03 €
92 816,76 €
43 315,47 €
4 185,32 €
66 924,50 €
37 542,44 €
39 720,83 €
87 658,34 €
73 968,32 €
80 054,93 €
46 893,99 €
84 644,32 €
60 563,32 €
70 776,10 €
28 829,58 €
41 191,04 €
58 503,56 €
74 405,04 €
3 106,99 €
88 794,99 €
47 179,60 €
64 459,02 €
157,01 €
60 195,38 €
5 129,83 €
75 288,99 €
76 507,50 €
51 635,54 €
8 330,38 €
66 060,21 €
38 901,44 €
57 766,99 €
25 740,43 €
74 989,22 €
40 712,76 €
2 199,30 €
47 510,28 €
28 625,30 €
66 656,94 €
56 615,75 €
67 398,79 €
5 856,64 €
52 097,51 €
49 897,66 €
37 684,66 €
52 972,39 €
26 587,93 €
60 183,63 €
19 625,65 €
78 822,43 €
35 827,35 €
3 412,57 €
39 546,04 €
51 026,33 €
36 748,66 €
36 606,06 €
77 849,72 €
89 509,32 €
86 603,49 €
13 306,76 €
94 389,79 €
45 246,05 €
74 324,95 €
97 256,87 €
94 737,93 €
87 659,09 €
29 657,08 €
30 359,37 €
66 756,31 €
70 373,54 €
41 206,57 €
38 992,10 €
10 835,61 €
31 464,68 €
33 237,06 €
27 731,45 €
18 851,99 €
52 330,11 €
98 013,65 €
42 373,40 €
37 226,78 €
38 736,64 €
64 185,95 €
15 905,55 €
74 670,65 €
42 871,74 €
10 366,99 €
85 763,55 €
12 863,29 €
47 977,85 €
3 174,73 €
38 268,35 €
15 856,42 €
63 248,52 €
71 842,39 €
4 949,06 €
97 993,54 €
79 520,25 €
29 762,41 €
52 666,46 €
1 122,66 €
68 784,02 €
11 495,65 €
41 687,61 €
70 428,28 €
50 340,18 €
91,54 €
6 336,53 €
11 168,01 €
7 122,09 €
64 092,59 €
7 527,49 €
46 635,44 €
2 093,94 €
66 892,97 €
52 504,69 €
66 525,59 €
98 785,73 €
85 268,02 €
95 220,44 €
24 062,21 €
40 665,79 €
27 218,43 €
69 269,33 €
88 127,44 €
99 666,81 €
90 608,05 €
4 175,65 €
30 016,13 €
61 096,14 €
20 102,42 €
65 656,49 €
17 474,39 €
51 426,76 €
23 782,98 €
7 515,97 €
30 898,01 €
7 663,78 €
71 536,11 €
43 819,36 €
33 091,59 €
5 861,71 €
7 393,60 €
44 727,35 €
81 522,19 €
62 214,04 €
95 543,76 €
9 371,06 €
73 398,42 €
99 334,07 €
77 417,64 €
81 959,17 €
15 956,15 €
34 035,44 €
74 408,90 €
38 905,93 €
63 063,84 €
52 164,69 €
89 730,99 €
88 958,44 €
36 071,59 €
33 651,34 €
60 959,29 €
8 138,22 €
75 381,97 €
72 106,70 €
62 639,08 €
99 995,13 €
64 463,32 €
47 197,10 €
77 746,43 €
42 444,76 €
63 737,91 €
26 756,85 €
93 592,69 €
77 533,82 €
24 553,50 €
18 860,85 €
35 143,02 €
67 551,59 €
82 086,96 €
70 645,75 €
82 137,45 €
54 471,09 €
89 465,12 €
91 958,70 €
66 809,03 €
7 902,35 €
26 443,10 €
68 973,32 €
2 399,96 €
32 539,81 €
87 919,27 €
91 037,00 €
61 525,75 €
74 116,12 €
1 844,55 €
2 545,54 €
60 690,77 €
26 863,64 €
85 087,01 €
86 876,01 €
46 856,10 €
24 799,32 €
48 787,21 €
52 672,11 €
99 708,63 €
65 371,72 €
11 293,42 €
32 677,11 €
76 306,02 €
19 909,90 €
46 706,12 €
1 725,90 €
77 189,70 €
17 719,02 €
86 427,28 €
24 885,03 €
6 471,97 €
45 016,82 €
41 562,67 €
79 171,67 €
72 481,10 €
60 614,87 €
60 009,41 €
94 714,84 €
44 555,45 €
23 017,85 €
48 615,61 €
40 204,12 €
80 434,13 €
93 262,82 €
30 466,73 €
67 336,40 €
66 129,51 €
34 996,96 €
71 916,67 €
11 152,21 €
29 460,29 €
84 238,82 €
29 074,92 €
85 362,92 €
49 834,70 €
80 054,61 €
53 696,66 €
42 026,64 €
40 908,02 €
35 455,15 €
91 344,04 €
69 528,41 €
96 137,58 €
83 333,98 €
29 313,58 €
21 666,97 €
72 218,91 €
4 180,27 €
52 193,31 €
44 383,16 €
86 989,83 €
79 618,84 €
909,96 €
1 868,68 €
1 074,76 €
97 441,72 €
77 345,71 €
98 515,16 €
10 159,07 €
52 883,59 €
36 068,69 €
61 035,99 €
81 762,84 €
23 389,61 €
87 987,83 €
67 401,47 €
56 880,01 €
96 031,47 €
6 624,12 €
70 061,80 €
45 668,43 €
34 972,66 €
19 471,17 €
54 210,44 €
76 266,25 €
71 782,51 €
84 449,41 €
67 780,73 €
26 591,16 €
54 568,97 €
3 676,77 €
74 785,81 €
46 998,80 €
47 578,72 €
6 785,86 €
41 304,40 €
74 398,10 €
28 066,77 €
89 132,26 €
89 954,17 €
29 987,20 €
93 340,23 €
49 372,51 €
12 761,27 €
41 773,87 €
6 125,53 €
26 491,50 €
55 641,89 €
20 241,08 €
87 566,49 €
30 459,16 €
56 461,89 €
81 049,18 €
19 745,93 €
15 129,08 €
47 135,00 €
68 395,90 €
82 958,14 €
70 045,82 €
39 882,55 €
86 176,63 €
19 208,33 €
40 505,42 €
17 092,34 €
99 835,24 €
42 052,73 €
92 207,94 €
36 086,91 €
9 560,25 €
35 715,68 €
32 306,48 €
6 092,30 €
37 133,50 €
15 252,18 €
30 402,75 €
91 987,66 €
77 318,07 €
88 736,99 €
56 631,25 €
80 053,97 €
58 218,18 €
80 741,85 €
5 058,62 €
98 093,58 €
2 959,80 €
9 330,44 €
83 532,16 €
95 661,38 €
64 581,81 €
54 989,99 €
67 119,34 €
58 113,56 €
77 687,78 €
83 011,82 €
87 782,81 €
1 640,32 €
18 301,13 €
76 241,83 €
48 483,26 €
4 656,90 €
93 359,48 €
45 875,99 €
21 977,04 €
99 967,69 €
62 609,42 €
67 662,10 €
56 825,90 €
64 293,04 €
2 509,67 €
75 571,16 €
29 267,47 €
24 173,05 €
89 284,28 €
29 686,90 €
9 556,08 €
8 699,77 €
4 762,57 €
39 259,87 €
29 531,17 €
30 961,68 €
82 272,08 €
22 612,89 €
27 242,59 €
16 615,40 €
92 797,55 €
95 661,01 €
1 690,21 €
292,69 €
54 671,01 €
17 127,10 €
31 433,39 €
38 086,24 €
2 329,41 €
31 712,19 €
99 610,94 €
31 286,41 €
84 965,33 €
24 812,30 €
61 752,35 €
28 841,75 €
10 004,13 €
86 903,07 €
26 962,21 €
4 230,47 €
46 110,20 €
64 300,45 €
51 071,57 €
61 138,50 €
58 136,12 €
74 349,90 €
73 916,06 €
38 692,53 €
39 668,05 €
75 857,51 €
6 415,81 €
24 904,90 €
68 263,02 €
40 741,22 €
36 245,24 €
58 702,30 €
26 262,44 €
15 157,15 €
61 932,21 €
18 902,61 €
57 803,30 €
7 214,66 €
97 578,16 €
65 465,93 €
36 636,45 €
48 436,51 €
4 068,21 €
11 545,45 €
70 243,20 €
94 088,08 €
35 847,28 €
46 475,52 €
45 737,42 €
67 167,75 €
87 237,90 €
28 353,76 €
82 216,03 €
94 185,74 €
87 730,16 €
62 226,82 €
99 398,94 €
32 445,01 €
43 270,69 €
4 320,54 €
1 885,27 €
52 951,92 €
28 257,32 €
1 421,40 €
33 771,41 €
25 151,92 €
17 353,00 €
74 436,26 €
33 400,78 €
15 745,84 €
82 102,52 €
8 929,24 €
44 415,75 €
34 501,21 €
84 345,54 €
60 040,91 €
95 467,84 €
44 152,02 €
98 076,55 €
38 857,94 €
77 115,92 €
38 173,35 €
69 800,19 €
9 029,66 €
8 616,72 €
58 773,79 €
47 630,30 €
57 914,64 €
13 559,09 €
26 179,79 €
23 670,14 €
39 920,94 €
54 217,89 €
44 257,67 €
8 251,21 €
51 336,16 €
39 045,62 €
11 499,94 €
73 588,93 €
94 144,33 €
40 505,28 €
48 474,86 €
78 789,97 €
58 863,12 €
26 046,91 €
47 231,56 €
25 461,53 €
1 602,73 €
80 944,83 €
12 525,01 €
97 901,15 €
94 021,88 €
3 251,41 €
75 170,97 €
81 995,05 €
51 597,46 €
35 138,67 €
82 586,41 €
43 954,57 €
80 532,86 €
61 715,98 €
50 098,49 €
28 113,77 €
70 334,20 €
56 896,98 €
65 581,63 €
72 972,14 €
24 421,20 €
16 072,94 €
25 880,75 €
62 287,13 €
41 588,73 €
37 976,14 €
91 118,27 €
17 830,03 €
36 556,39 €
48 132,58 €
60 638,08 €
32 375,77 €
22 754,46 €
10 107,65 €
57 894,44 €
99 895,51 €
49 582,24 €
61 906,44 €
18 954,38 €
89 236,50 €
60 872,40 €
35 617,75 €
36 113,10 €
69 147,42 €
68 713,50 €
68 860,55 €
63 021,14 €
56 573,37 €
91 836,65 €
48 731,61 €
75 212,66 €
23 568,32 €
60 128,18 €
1 992,65 €
8 411,10 €
72 981,92 €
33 926,70 €
15 509,15 €
61 095,27 €
4 541,36 €
78 673,13 €
29 709,89 €
60 375,59 €
62 886,33 €
53 954,03 €
59 658,44 €
30 810,83 €
91 578,01 €
9 626,07 €
36 593,31 €
42 002,23 €
47 699,53 €
39 208,24 €
10 794,73 €
70 439,82 €
54 370,11 €
62 249,85 €
16 666,34 €
35 733,15 €
13 530,36 €
21 298,71 €
33 462,86 €
50 344,52 €
20 606,54 €
13 900,83 €
49 973,72 €
62 272,66 €
65 188,93 €
18 006,71 €
50 398,09 €
8 083,32 €
90 546,80 €
90 931,40 €
99 953,26 €
83 035,99 €
42 602,14 €
13 329,51 €
86 229,56 €
14 803,07 €
35 511,71 €
16 396,92 €
4 768,19 €
78 140,17 €
28 341,94 €
18 477,41 €
45 710,30 €
31 294,10 €
95 805,21 €
6 931,61 €
47 650,20 €
26 211,74 €
40 576,43 €
54 588,20 €
59 570,56 €
95 718,43 €
44 805,81 €
25 548,68 €
54 404,72 €
32 307,69 €
59 470,74 €
19 805,33 €
84 291,40 €
5 679,70 €
65 952,39 €
45 742,55 €
10 779,61 €
85 105,42 €
16 197,52 €
65 625,45 €
30 622,21 €
6 307,62 €
23 873,02 €
57 993,17 €
96 470,10 €
29 745,25 €
34 398,94 €
89 913,58 €
92 862,03 €
34 946,67 €
99 672,56 €
10 148,11 €
7 273,30 €
72 212,43 €
79 635,54 €
69 832,69 €
82 466,58 €
65 647,04 €
54 426,52 €
74 907,86 €
47 013,69 €
33 880,28 €
26 417,69 €
65 538,62 €
93 160,80 €
8 777,55 €
47 334,21 €
81 742,97 €
25 090,72 €
22 698,11 €
45 778,96 €
60 531,03 €
80 855,21 €
54 854,92 €
24 155,71 €
74 318,03 €
41 438,35 €
57 545,19 €
73 931,59 €
73 038,16 €
72 458,14 €
45 943,33 €
8 951,45 €
17 416,89 €
93,94 €
75 722,49 €
46 277,76 €
35 772,70 €
21 200,06 €
28 131,63 €
35 150,06 €
85 320,82 €
12 134,69 €
85 553,82 €
59 217,04 €
85 238,53 €
35 237,68 €
89 655,01 €
64 393,56 €
94 744,35 €
79 529,19 €
67 646,21 €
95 851,27 €
51 589,57 €
83 587,11 €
63 045,00 €
68 253,96 €
30 858,56 €
61 776,25 €
51 855,53 €
22 351,92 €
75 013,06 €
37 446,14 €
40 255,06 €
4 877,39 €
6 106,63 €
97 465,34 €
15 435,79 €
40 159,11 €
48 838,04 €
65 627,35 €
88 640,88 €
56 324,36 €
86 539,80 €
18 250,73 €
40 217,61 €
99 340,76 €
74 658,93 €
31 817,34 €
90 072,96 €
74 948,30 €
48 381,88 €
99 333,96 €
55 169,17 €
2 416,20 €
44 919,74 €
36 435,42 €
